id,cuisine
27362,irish
38646,vietnamese
44084,korean
12946,thai
11670,indian
34916,italian
2944,moroccan
33063,mexican
26982,jamaican
2231,mexican
5118,indian
28258,southern_us
44113,southern_us
47328,chinese
33937,filipino
40399,italian
23562,vietnamese
12787,mexican
13992,italian
38992,italian
45269,mexican
15211,moroccan
34602,southern_us
41779,thai
4179,mexican
37925,japanese
46161,italian
5512,southern_us
27845,mexican
12024,italian
41072,french
17911,italian
4237,chinese
40442,italian
15522,mexican
6804,thai
43807,thai
21647,chinese
22758,italian
32551,mexican
20470,mexican
20842,italian
43018,indian
45493,italian
42442,italian
14655,italian
32247,southern_us
32302,italian
42075,italian
19949,mexican
23352,southern_us
48549,southern_us
15053,italian
23490,indian
12080,chinese
41992,vietnamese
10618,brazilian
2870,italian
49226,mexican
10052,french
39400,italian
8410,mexican
15752,mexican
18854,moroccan
28448,thai
27260,greek
1083,french
21430,italian
46343,southern_us
12493,italian
14251,italian
37764,french
3912,italian
28477,italian
25100,italian
44515,mexican
36019,southern_us
44471,italian
27855,indian
47538,southern_us
16954,mexican
5730,thai
29892,cajun_creole
25581,italian
43708,indian
49152,mexican
40984,mexican
13050,french
15031,italian
42841,russian
16325,southern_us
1866,southern_us
29547,italian
24281,italian
49183,thai
41136,mexican
15790,indian
23832,japanese
4231,french
5306,mexican
40103,cajun_creole
45908,mexican
34333,moroccan
19999,mexican
9304,korean
11613,mexican
30183,italian
14480,thai
26493,chinese
46415,mexican
23012,indian
2981,southern_us
31371,moroccan
8119,italian
48376,japanese
42957,mexican
18688,french
38876,french
11197,greek
48216,thai
24611,italian
16761,italian
47345,italian
16477,spanish
31855,italian
403,italian
48608,mexican
1985,french
36249,jamaican
27201,chinese
22141,southern_us
34166,cajun_creole
4721,italian
44230,mexican
21409,italian
29986,southern_us
15401,italian
32341,italian
46266,italian
6633,indian
42713,italian
9117,russian
16266,french
36470,southern_us
16164,indian
34712,chinese
29117,cajun_creole
34991,indian
24906,italian
36954,southern_us
29979,italian
16710,italian
48056,italian
24035,filipino
32656,indian
45875,french
1735,thai
35986,greek
45005,southern_us
46636,filipino
31507,southern_us
31348,mexican
28362,moroccan
33305,indian
36747,italian
39897,southern_us
27450,japanese
49579,korean
24426,mexican
11507,moroccan
6093,italian
49338,greek
11560,italian
49597,mexican
17865,filipino
5995,mexican
9707,mexican
6888,mexican
46148,japanese
19940,southern_us
34637,italian
14214,moroccan
15805,french
34328,chinese
27174,southern_us
24919,italian
33206,mexican
10745,italian
41550,mexican
5008,french
10685,mexican
15287,italian
25701,french
31525,italian
27096,chinese
36113,japanese
48480,italian
1944,italian
26314,italian
10478,thai
15149,french
5024,british
1676,french
2869,italian
20079,french
8053,mexican
6212,italian
13557,indian
9735,italian
39956,spanish
21569,mexican
3269,italian
4461,cajun_creole
41598,mexican
44612,southern_us
20150,italian
7278,italian
35809,southern_us
21612,mexican
20357,southern_us
23355,italian
27727,spanish
34021,jamaican
9970,mexican
36438,southern_us
12079,southern_us
22380,indian
28065,thai
49690,italian
48671,moroccan
18509,southern_us
8903,greek
23374,chinese
22475,mexican
28418,indian
42625,southern_us
44840,italian
42121,indian
2243,indian
18032,japanese
19392,italian
25679,french
11223,mexican
35867,italian
33842,mexican
12676,chinese
38377,southern_us
344,mexican
11864,chinese
16895,italian
3001,indian
19195,japanese
3635,italian
23150,italian
17502,italian
16405,italian
34160,mexican
34495,italian
18377,chinese
18988,mexican
24880,italian
48302,italian
33358,moroccan
20732,filipino
22094,italian
8638,mexican
35556,mexican
27248,cajun_creole
15746,italian
46404,southern_us
23323,greek
39018,southern_us
23510,italian
27710,french
30540,indian
48945,southern_us
37197,vietnamese
27343,chinese
29349,mexican
38383,cajun_creole
46758,mexican
24859,chinese
18292,mexican
32450,italian
35936,thai
36789,southern_us
19804,mexican
16604,italian
585,southern_us
29352,indian
48392,italian
44324,greek
5012,southern_us
19487,italian
17263,mexican
26127,irish
39464,indian
4870,chinese
16171,moroccan
308,moroccan
19155,cajun_creole
18736,brazilian
43352,southern_us
24652,mexican
44181,italian
36237,indian
30286,italian
4019,french
20111,british
35543,italian
25992,southern_us
8275,mexican
49613,chinese
45149,indian
38610,indian
18111,cajun_creole
35670,italian
30349,japanese
12034,chinese
20729,cajun_creole
11458,italian
16423,indian
47404,italian
43875,southern_us
43513,southern_us
21894,cajun_creole
9350,greek
18519,mexican
4651,mexican
14831,mexican
32530,thai
44131,indian
36724,southern_us
20264,cajun_creole
4994,indian
47875,southern_us
1952,chinese
6792,cajun_creole
44853,french
13807,irish
14303,french
27449,mexican
20389,italian
32028,french
9758,italian
15295,italian
14904,spanish
9534,italian
46950,italian
15648,indian
44473,greek
29833,italian
3015,italian
43675,french
3329,italian
27359,mexican
18163,italian
45238,indian
2146,italian
17194,french
15864,italian
6084,irish
44220,italian
1843,filipino
4777,italian
27182,italian
47648,italian
30068,mexican
36696,mexican
47909,cajun_creole
19016,mexican
32683,chinese
224,greek
2031,cajun_creole
26715,japanese
23886,mexican
28724,french
46037,spanish
38683,chinese
19328,italian
15324,italian
20480,italian
43132,mexican
25028,southern_us
15859,french
13023,indian
27838,cajun_creole
3661,indian
35313,mexican
45668,mexican
3070,southern_us
20607,italian
33560,chinese
43354,cajun_creole
19935,italian
45795,french
42932,mexican
42059,italian
47601,italian
31240,chinese
5339,southern_us
8192,greek
4831,korean
9134,indian
49500,indian
45456,southern_us
47506,mexican
43238,british
43910,french
36829,thai
2771,italian
14712,southern_us
37718,mexican
5264,indian
26273,british
48641,moroccan
46990,indian
26575,italian
43906,italian
30518,mexican
45950,southern_us
15967,italian
25115,mexican
15112,mexican
34860,cajun_creole
32100,greek
11239,korean
809,italian
9212,italian
34741,mexican
29409,mexican
39986,cajun_creole
21487,italian
36981,italian
19115,indian
37110,mexican
36185,chinese
26244,japanese
18026,cajun_creole
36961,italian
14384,mexican
6039,cajun_creole
31871,indian
35841,mexican
16074,french
39180,southern_us
19331,italian
8658,italian
49574,italian
25237,mexican
6947,italian
5309,italian
35914,italian
14715,italian
47994,italian
11508,korean
41662,italian
39047,thai
22933,italian
5016,japanese
49449,greek
39029,southern_us
1721,italian
41864,italian
17358,mexican
36847,mexican
34812,indian
5486,southern_us
2492,chinese
45624,mexican
7576,italian
34773,korean
16904,chinese
4279,mexican
38068,italian
7370,indian
23586,italian
48790,mexican
26717,mexican
32749,italian
42536,chinese
5372,french
37143,british
37244,italian
27674,thai
778,chinese
14686,french
9274,mexican
37769,italian
12871,italian
38528,mexican
32968,irish
6275,italian
4732,french
9452,indian
29194,indian
16627,russian
5127,italian
26447,italian
11489,italian
23884,british
14545,thai
19620,indian
9771,irish
21265,mexican
38249,italian
3483,southern_us
21262,italian
14605,korean
9448,indian
15750,mexican
6413,italian
17585,chinese
10057,indian
29462,southern_us
18943,italian
22591,mexican
32048,cajun_creole
32249,southern_us
39578,italian
21724,italian
27119,southern_us
25094,filipino
41200,irish
33033,italian
21389,southern_us
49103,italian
12519,spanish
26913,indian
12460,italian
3397,mexican
3502,chinese
42877,cajun_creole
249,italian
46008,french
14185,mexican
20873,moroccan
11722,southern_us
24883,indian
3932,italian
25728,southern_us
16428,mexican
7887,mexican
48364,japanese
47197,italian
28640,mexican
16758,chinese
39135,italian
33302,greek
23677,italian
25509,mexican
35746,korean
46195,italian
19788,italian
18888,italian
21153,russian
44672,french
48707,italian
2232,southern_us
36081,vietnamese
948,italian
24512,indian
24382,indian
40648,french
48886,southern_us
21967,italian
40119,italian
38221,indian
49494,cajun_creole
17286,italian
10421,chinese
13088,italian
34348,italian
15405,thai
15218,italian
40233,vietnamese
26098,chinese
17221,mexican
25198,italian
22532,thai
41563,southern_us
2554,southern_us
38170,mexican
29476,greek
33384,italian
5770,korean
5628,chinese
44069,italian
18530,greek
22369,thai
9498,italian
26476,italian
29939,greek
9336,thai
26377,mexican
18442,italian
13470,filipino
34689,southern_us
11016,southern_us
28985,vietnamese
25293,italian
569,italian
29992,japanese
20363,southern_us
6981,southern_us
30154,southern_us
39960,southern_us
25975,italian
4029,indian
49081,filipino
7493,chinese
10393,mexican
6915,italian
42310,italian
15612,mexican
23160,french
37897,french
44731,italian
3460,southern_us
29855,italian
31140,korean
4481,jamaican
30882,italian
511,korean
1120,spanish
42651,mexican
18209,irish
38368,chinese
31783,vietnamese
37589,italian
17752,japanese
37020,indian
19503,italian
2718,mexican
28365,mexican
45843,italian
4514,vietnamese
4311,chinese
41356,southern_us
12022,french
6846,mexican
8983,indian
47589,italian
14859,italian
20035,italian
732,thai
38568,southern_us
10871,brazilian
42540,indian
48782,italian
17988,mexican
8147,korean
32029,mexican
25598,italian
8695,chinese
11213,mexican
21053,italian
29154,southern_us
33691,japanese
32129,italian
43787,chinese
40642,italian
39782,french
38430,italian
33438,chinese
31602,southern_us
17581,italian
25169,filipino
35755,italian
33544,mexican
34252,chinese
30764,french
44946,italian
716,mexican
24668,italian
24270,vietnamese
13165,italian
33758,italian
3090,vietnamese
43987,moroccan
39021,mexican
44460,greek
29876,southern_us
17737,indian
36772,indian
18174,southern_us
20924,southern_us
39098,italian
32571,mexican
26957,korean
11363,mexican
20736,thai
42639,chinese
43350,indian
15451,italian
45175,mexican
5652,southern_us
1569,thai
39036,chinese
13673,korean
1550,mexican
38553,italian
38594,mexican
3220,mexican
24686,thai
10863,italian
46683,greek
5113,mexican
34967,italian
15420,italian
9607,cajun_creole
7190,mexican
7482,italian
3928,italian
11288,cajun_creole
1948,mexican
6590,chinese
20275,indian
14212,southern_us
47990,italian
36653,italian
22436,indian
34790,southern_us
45752,italian
19159,mexican
14515,italian
27510,french
38699,korean
34959,french
7206,indian
2316,italian
18823,mexican
1909,italian
48313,cajun_creole
5844,french
29975,moroccan
41091,italian
9532,french
46569,french
10399,chinese
42934,cajun_creole
2688,mexican
27095,mexican
12476,italian
23070,mexican
9837,italian
45829,italian
31887,southern_us
28518,southern_us
47168,italian
45321,mexican
20662,french
9699,thai
41018,italian
705,french
42898,southern_us
633,indian
31443,italian
18613,mexican
19060,british
17845,italian
1534,italian
41786,indian
31656,mexican
17330,italian
7048,french
7938,southern_us
46208,italian
33759,italian
5526,chinese
26943,mexican
20701,italian
35701,thai
36687,italian
21401,southern_us
376,greek
6980,italian
39402,italian
43095,mexican
18576,greek
39720,indian
17526,southern_us
27549,italian
27123,italian
22979,cajun_creole
46113,jamaican
31557,mexican
20414,brazilian
14487,thai
24881,italian
17955,irish
39109,mexican
35576,italian
25876,southern_us
24669,mexican
22261,japanese
832,chinese
29742,italian
21381,jamaican
34322,italian
7224,japanese
17978,greek
9438,chinese
9458,japanese
41045,chinese
34614,mexican
16651,italian
8230,italian
39372,italian
39357,italian
44341,mexican
42052,french
45208,thai
28626,southern_us
48345,vietnamese
37791,mexican
15227,chinese
24053,japanese
17716,southern_us
6087,italian
28000,mexican
4320,italian
21783,italian
16148,mexican
47562,italian
31541,italian
43574,italian
45475,spanish
16953,southern_us
5239,chinese
4595,indian
37279,italian
33264,italian
30484,mexican
9200,southern_us
7457,thai
42413,japanese
18484,vietnamese
20985,mexican
29503,jamaican
45242,italian
46953,italian
13948,mexican
1623,italian
33251,italian
6148,italian
30392,southern_us
144,chinese
20602,southern_us
48085,indian
14896,mexican
47518,indian
29161,cajun_creole
39363,mexican
694,italian
3887,italian
12671,southern_us
31117,italian
14714,mexican
29993,thai
20639,italian
17665,greek
3969,indian
11014,mexican
19530,southern_us
17271,mexican
30457,italian
22989,indian
45756,indian
20297,japanese
10942,italian
35686,mexican
13032,italian
7951,southern_us
20432,southern_us
17971,mexican
4128,jamaican
7589,mexican
18816,chinese
12650,chinese
418,indian
36366,italian
32991,mexican
6424,italian
8134,indian
39280,southern_us
3091,italian
23382,italian
34090,mexican
23320,indian
14962,italian
42047,mexican
44805,mexican
36584,italian
3016,indian
6391,italian
38188,mexican
1784,mexican
18300,italian
3856,italian
41841,japanese
16837,italian
23687,southern_us
38118,indian
27801,chinese
17096,chinese
20235,cajun_creole
13288,southern_us
26749,southern_us
19084,mexican
35200,italian
41073,italian
28016,italian
18431,italian
22228,japanese
27456,mexican
325,italian
6543,italian
7062,italian
49221,french
44536,italian
24865,indian
26543,chinese
10096,southern_us
38273,italian
6710,jamaican
49243,italian
19624,italian
24435,cajun_creole
14883,italian
22516,southern_us
587,french
40539,mexican
11208,indian
18273,mexican
22762,japanese
13300,italian
42245,italian
14177,greek
4184,moroccan
14277,southern_us
41308,korean
34438,italian
9805,chinese
38007,italian
23919,indian
13945,mexican
32279,indian
17456,mexican
47941,mexican
32310,italian
44442,italian
14163,mexican
27573,italian
777,italian
44116,indian
13347,mexican
29348,japanese
14219,mexican
39983,italian
33682,moroccan
21443,indian
47642,cajun_creole
1759,cajun_creole
1205,southern_us
4794,indian
17408,italian
34666,thai
40237,greek
13778,italian
41289,italian
3560,irish
35830,mexican
11151,italian
12789,cajun_creole
21166,italian
24716,russian
25586,mexican
11046,southern_us
31793,indian
28746,spanish
7226,cajun_creole
30991,southern_us
47476,southern_us
30626,italian
49367,italian
35754,indian
4247,jamaican
49423,italian
22295,southern_us
2749,chinese
685,french
30988,french
46285,italian
40492,mexican
22264,italian
15921,mexican
388,chinese
33121,chinese
35685,mexican
4416,italian
17725,italian
39525,moroccan
27034,italian
28470,southern_us
38953,mexican
20045,southern_us
12896,mexican
39573,greek
8838,brazilian
15399,vietnamese
39439,mexican
26837,chinese
41220,italian
35968,chinese
24335,thai
10983,japanese
5516,southern_us
38894,vietnamese
11887,greek
31306,southern_us
38578,indian
3561,french
45095,thai
30969,italian
14389,southern_us
29670,chinese
40995,southern_us
33629,southern_us
10616,italian
30886,italian
18995,indian
31098,filipino
34607,italian
48989,southern_us
44542,japanese
47075,mexican
19228,chinese
2685,mexican
11686,chinese
9610,mexican
30405,greek
43666,moroccan
32892,italian
44741,italian
6791,indian
440,italian
22693,mexican
24328,korean
13800,korean
23873,cajun_creole
12767,cajun_creole
5929,mexican
20645,mexican
20999,cajun_creole
29995,chinese
35223,greek
22414,greek
23410,chinese
36558,japanese
13704,french
41952,indian
46915,cajun_creole
47170,southern_us
2295,italian
46128,southern_us
48349,italian
1482,korean
26589,southern_us
9418,italian
31356,irish
16052,mexican
43594,mexican
29099,indian
23472,italian
34914,italian
19404,thai
28299,italian
12314,italian
6047,italian
37581,italian
12750,filipino
17498,japanese
7694,italian
14531,filipino
26628,mexican
8205,southern_us
25101,italian
29045,greek
20917,indian
8311,italian
10213,japanese
15241,thai
46132,french
15349,italian
22580,mexican
47335,italian
17759,cajun_creole
27633,greek
42313,mexican
47272,thai
4553,mexican
15235,italian
34102,mexican
21227,british
9782,italian
6913,french
11944,chinese
19035,moroccan
9848,mexican
42745,mexican
40846,italian
27618,mexican
41067,mexican
13555,french
18063,mexican
16962,italian
8415,french
19041,cajun_creole
38889,italian
32528,thai
21750,italian
11344,chinese
27945,chinese
37025,italian
789,mexican
25084,chinese
6024,mexican
14741,indian
20468,chinese
26963,italian
1451,indian
27745,mexican
31347,cajun_creole
46592,mexican
38107,indian
5987,southern_us
1808,french
23783,greek
28618,italian
36764,japanese
11326,italian
3020,chinese
24326,italian
34002,italian
11499,southern_us
9268,southern_us
49368,chinese
44720,chinese
13127,italian
34494,italian
48382,thai
18585,italian
40052,chinese
46321,irish
49561,french
9453,mexican
19555,mexican
17833,italian
10196,southern_us
35996,indian
22530,southern_us
44176,mexican
2669,italian
10896,indian
7343,southern_us
46255,french
27043,italian
20998,italian
12357,italian
36339,italian
45086,vietnamese
37690,southern_us
37829,indian
3537,mexican
5150,southern_us
13,southern_us
44579,southern_us
8749,italian
131,mexican
44306,mexican
19202,italian
21300,southern_us
27286,italian
18297,italian
4388,indian
22234,greek
7359,irish
39947,southern_us
6855,italian
46057,italian
33950,italian
36009,southern_us
23732,italian
21316,southern_us
32806,french
34343,jamaican
11973,italian
2380,mexican
30667,italian
42364,indian
30258,french
34109,indian
5265,italian
123,mexican
12498,spanish
23713,mexican
25176,italian
28576,indian
32563,mexican
38829,indian
3835,italian
1960,indian
43991,southern_us
45136,italian
41554,southern_us
10118,italian
43827,mexican
32583,mexican
31949,italian
23574,chinese
28211,chinese
21793,mexican
25914,thai
34735,italian
26071,chinese
9476,italian
29443,french
16966,chinese
6457,italian
25882,mexican
48390,greek
28356,southern_us
15699,southern_us
2090,spanish
4686,italian
27937,vietnamese
25560,mexican
38937,italian
48670,southern_us
2547,french
17442,southern_us
28669,italian
4410,italian
36917,chinese
46755,indian
25321,southern_us
47019,chinese
33077,spanish
11593,italian
44295,italian
46632,chinese
18503,italian
29030,southern_us
32516,french
35128,southern_us
41715,italian
49185,indian
35517,italian
13909,southern_us
36886,southern_us
29304,mexican
29577,mexican
24570,mexican
29466,italian
10724,indian
30026,french
37133,italian
29346,thai
32871,thai
46420,chinese
29083,chinese
4402,italian
15877,italian
33448,indian
3541,mexican
27704,indian
28658,italian
23793,italian
11040,italian
28419,italian
37086,italian
13965,italian
28674,mexican
5645,southern_us
20756,mexican
15548,irish
14495,southern_us
11989,italian
47482,italian
14101,mexican
1289,mexican
49473,southern_us
39161,chinese
14452,italian
31489,thai
15599,mexican
28440,italian
33624,mexican
24090,italian
16137,italian
4819,french
1377,southern_us
47636,indian
25907,chinese
35894,mexican
20315,mexican
27199,jamaican
34055,italian
26938,italian
5734,mexican
32241,italian
2163,southern_us
20340,cajun_creole
6278,thai
49404,british
36731,mexican
29165,mexican
24932,indian
6591,italian
14644,mexican
43518,southern_us
28979,thai
45821,cajun_creole
26627,russian
39139,mexican
3026,mexican
13204,italian
762,chinese
28036,french
46514,mexican
34536,italian
36484,indian
5676,mexican
13715,italian
43019,mexican
2471,mexican
34065,italian
39362,italian
4987,italian
28414,italian
8710,italian
6610,italian
28847,spanish
10560,indian
32993,italian
16912,mexican
35262,italian
46936,thai
14553,cajun_creole
17471,korean
22897,cajun_creole
2789,mexican
3897,italian
22751,italian
16566,japanese
23033,southern_us
30500,cajun_creole
13018,indian
13077,italian
9177,italian
16012,italian
5293,mexican
35451,southern_us
5591,moroccan
44443,mexican
36811,italian
7031,indian
11475,italian
5556,italian
33728,southern_us
46703,southern_us
41776,italian
4099,italian
4251,mexican
29381,italian
30300,chinese
27494,italian
48254,japanese
32789,indian
44569,chinese
44160,italian
18762,mexican
23808,southern_us
11875,moroccan
35843,indian
4948,indian
34713,vietnamese
8352,italian
28407,mexican
3506,southern_us
44338,chinese
38464,greek
1139,moroccan
12287,indian
27031,chinese
42153,french
42686,southern_us
44415,mexican
10072,italian
8618,italian
14153,mexican
23825,greek
21440,italian
13366,cajun_creole
24979,filipino
33437,mexican
4864,japanese
33017,italian
15122,chinese
42731,southern_us
8281,southern_us
2812,mexican
30683,southern_us
24249,french
12169,cajun_creole
28629,italian
32774,italian
15181,italian
44314,mexican
37583,irish
28069,chinese
33503,chinese
24015,italian
39333,chinese
13414,italian
4855,italian
6512,italian
21974,italian
9062,italian
6243,italian
10675,mexican
35788,italian
37372,chinese
28810,italian
23045,italian
21296,italian
33484,italian
30045,chinese
17354,indian
30061,mexican
41671,mexican
13160,indian
43260,chinese
43992,chinese
16117,italian
30403,greek
37331,italian
5456,southern_us
26893,irish
44470,french
38130,moroccan
9361,mexican
19320,french
3545,korean
25778,french
34074,chinese
34216,brazilian
38817,spanish
20749,mexican
31535,italian
2052,cajun_creole
18186,italian
49595,french
47592,italian
26011,italian
23403,indian
8005,italian
19517,southern_us
10157,mexican
47071,french
22469,greek
26224,italian
29482,southern_us
8227,chinese
12580,southern_us
26385,italian
49610,italian
6446,italian
1766,mexican
19538,chinese
44811,french
16844,mexican
28777,italian
28282,italian
15025,french
35345,thai
21527,filipino
26997,indian
40454,chinese
2828,italian
18980,cajun_creole
13604,mexican
9911,indian
49684,chinese
5056,mexican
2990,italian
32016,cajun_creole
37476,thai
33761,chinese
20280,british
19266,greek
17492,italian
29376,southern_us
39788,mexican
606,korean
28514,brazilian
8497,korean
14688,italian
6514,italian
22222,mexican
40303,mexican
23173,brazilian
26842,italian
38197,italian
6680,indian
11165,mexican
10077,brazilian
10703,italian
32046,southern_us
40961,southern_us
35596,thai
1653,southern_us
3886,french
14121,italian
36351,vietnamese
32915,italian
5386,italian
40215,mexican
183,mexican
24641,thai
47715,mexican
34390,italian
712,thai
12535,chinese
49435,russian
30517,southern_us
3489,southern_us
1636,italian
30044,mexican
24095,mexican
22105,indian
24627,japanese
38840,mexican
9246,italian
32088,mexican
38769,thai
5657,french
15325,chinese
28603,mexican
42188,indian
30446,italian
1757,chinese
32710,southern_us
2136,southern_us
27690,indian
35074,italian
48873,mexican
39277,southern_us
28708,italian
45762,italian
37933,italian
4491,moroccan
35597,italian
15163,spanish
25745,italian
49614,mexican
41946,french
6372,italian
39604,cajun_creole
42983,japanese
19983,indian
21892,italian
20647,italian
47368,japanese
3557,southern_us
41749,italian
31498,italian
19271,southern_us
15640,italian
26181,italian
22491,southern_us
31939,vietnamese
35961,italian
9811,cajun_creole
40599,indian
40190,cajun_creole
16581,italian
22637,jamaican
37123,mexican
36020,cajun_creole
2226,italian
43012,italian
13134,italian
18749,french
1692,british
10138,cajun_creole
25235,indian
13955,italian
42655,thai
12415,italian
7502,italian
27394,southern_us
44210,italian
5331,southern_us
25173,mexican
48988,irish
20735,thai
22048,italian
27644,thai
43242,mexican
28368,italian
2429,italian
25477,mexican
30938,mexican
29877,italian
30451,mexican
48987,thai
17989,french
13439,indian
33444,italian
38794,southern_us
37227,italian
39679,french
34234,italian
38038,chinese
7274,italian
18018,greek
11450,mexican
48160,cajun_creole
21288,italian
34704,french
46684,italian
7049,mexican
9116,mexican
22485,italian
6346,mexican
40269,mexican
35850,chinese
1429,thai
19739,southern_us
38972,italian
39570,southern_us
43463,italian
21757,italian
36070,greek
40550,mexican
22914,thai
15074,indian
41576,mexican
46372,italian
8751,french
47378,italian
21143,japanese
3818,indian
48486,italian
23388,italian
37216,cajun_creole
13142,cajun_creole
828,french
18468,chinese
25554,mexican
9863,italian
12771,thai
3066,italian
35442,mexican
25696,italian
38136,italian
35825,italian
28933,jamaican
34629,southern_us
22169,italian
7028,korean
37204,mexican
16980,mexican
27356,mexican
11736,italian
1632,indian
1073,cajun_creole
8236,british
42866,italian
30904,indian
35258,italian
17290,italian
35929,mexican
46072,chinese
46763,french
47664,italian
45625,indian
31177,mexican
33941,mexican
12272,southern_us
48146,indian
11812,italian
42795,mexican
14372,italian
2964,mexican
9236,chinese
18992,chinese
30902,italian
30939,italian
20108,italian
6562,indian
46412,italian
8034,french
37521,southern_us
46651,italian
32493,italian
3251,italian
31825,southern_us
2676,southern_us
32140,italian
5326,mexican
38240,italian
45874,chinese
17253,italian
25292,italian
48666,indian
49278,mexican
47903,southern_us
42062,italian
27885,italian
21229,spanish
47629,italian
16695,indian
5355,southern_us
45369,mexican
25736,chinese
29882,indian
38900,mexican
1508,southern_us
2526,italian
16563,mexican
49060,french
31448,southern_us
36746,thai
1280,southern_us
41950,brazilian
25948,greek
35444,chinese
2881,southern_us
44080,southern_us
4446,japanese
47106,indian
15521,japanese
44359,southern_us
48967,southern_us
1599,italian
44514,greek
7140,indian
27656,cajun_creole
35581,cajun_creole
6359,chinese
41639,italian
42680,mexican
31520,mexican
47846,mexican
7993,italian
2996,italian
27737,thai
27427,moroccan
3734,italian
44673,italian
43924,chinese
18628,greek
3596,filipino
37666,southern_us
14633,italian
36259,indian
19752,mexican
16697,italian
9550,moroccan
20813,irish
34356,italian
3583,french
14148,chinese
28329,italian
166,mexican
12368,french
32261,thai
35306,southern_us
1414,thai
45051,italian
20767,mexican
23450,italian
404,italian
527,japanese
25416,vietnamese
25409,southern_us
34603,chinese
20266,mexican
9513,french
7794,mexican
19429,indian
11328,cajun_creole
49242,mexican
40411,chinese
46424,italian
1634,southern_us
47221,thai
3963,southern_us
15515,cajun_creole
6735,mexican
41899,southern_us
36222,chinese
24468,italian
9876,southern_us
33614,southern_us
42279,russian
46846,thai
34711,thai
39556,italian
1064,cajun_creole
30080,italian
6076,italian
5670,italian
44525,mexican
19743,indian
36205,french
9030,italian
39755,japanese
39434,japanese
37803,italian
30053,spanish
11661,italian
17918,french
44237,brazilian
38536,southern_us
47369,irish
6108,mexican
16807,indian
41329,southern_us
33582,southern_us
9570,indian
47129,italian
14268,southern_us
8395,southern_us
38977,mexican
22716,irish
25753,southern_us
12018,mexican
31659,chinese
21149,mexican
10328,indian
33585,italian
29192,italian
46733,mexican
12887,mexican
24354,french
39237,italian
19430,italian
39895,italian
34566,italian
17889,italian
40652,mexican
31395,vietnamese
35908,mexican
18341,mexican
17745,mexican
40560,mexican
25097,italian
31430,french
25484,indian
43668,french
2184,indian
12106,japanese
25747,indian
11423,italian
22403,indian
2880,korean
15445,italian
9825,mexican
31607,indian
9341,southern_us
2406,italian
28466,italian
8619,italian
16097,italian
11652,mexican
16852,moroccan
29111,italian
33602,moroccan
35,mexican
47741,italian
39820,brazilian
25332,korean
5720,italian
19634,southern_us
34851,chinese
14117,chinese
12195,southern_us
33665,greek
46228,italian
15964,greek
47502,chinese
41865,irish
46055,french
8863,mexican
48658,italian
42251,french
33164,italian
24526,southern_us
39431,southern_us
3893,southern_us
34175,southern_us
6727,southern_us
17230,mexican
24579,mexican
15873,french
3703,southern_us
27030,italian
9149,italian
16152,mexican
49665,italian
27036,greek
8341,italian
30384,italian
32883,french
29047,mexican
31964,italian
7011,italian
46301,southern_us
3495,mexican
11949,mexican
975,southern_us
15529,mexican
15372,mexican
5176,italian
13631,italian
42028,italian
4936,mexican
26471,italian
43833,indian
47933,southern_us
38373,mexican
5780,filipino
46303,italian
27308,southern_us
10340,italian
48900,southern_us
876,cajun_creole
10446,southern_us
15082,mexican
31706,french
24885,chinese
34944,southern_us
7917,italian
5923,indian
44272,italian
41074,french
381,italian
16053,southern_us
37470,southern_us
23027,italian
42078,french
13183,italian
14828,greek
15394,mexican
46300,french
38963,mexican
679,italian
34558,chinese
31528,cajun_creole
45629,mexican
5034,mexican
35031,italian
13237,mexican
42339,italian
3911,italian
20409,french
24741,italian
18381,indian
7572,italian
24226,southern_us
19945,mexican
31809,italian
17903,greek
48664,cajun_creole
14122,greek
3175,mexican
3403,mexican
11062,southern_us
16629,mexican
11349,french
14353,mexican
25633,mexican
11424,mexican
36024,mexican
7151,mexican
12777,mexican
34289,southern_us
13904,italian
40792,french
11649,southern_us
227,italian
10396,cajun_creole
6559,chinese
14195,italian
21511,italian
431,vietnamese
5651,italian
20754,indian
24905,french
16731,korean
9006,greek
43909,greek
28526,italian
31141,french
39787,southern_us
35320,mexican
25077,chinese
2902,italian
34305,indian
6174,southern_us
24695,greek
12211,chinese
13227,thai
728,indian
21635,indian
14011,southern_us
5861,italian
9976,moroccan
49218,korean
27684,mexican
11095,chinese
47314,greek
41901,italian
5859,southern_us
3947,indian
14030,moroccan
10056,italian
39408,italian
35283,italian
13994,brazilian
36302,british
16113,korean
47207,thai
36198,thai
21134,southern_us
49070,italian
8030,mexican
31802,british
36511,brazilian
7785,italian
38965,southern_us
31453,italian
43100,italian
32307,french
45405,spanish
28532,italian
16092,southern_us
29029,moroccan
5596,mexican
11369,vietnamese
37436,mexican
2421,indian
22070,mexican
10600,southern_us
11150,italian
29257,italian
38540,southern_us
18998,mexican
39974,french
2159,southern_us
19679,mexican
44146,italian
36086,vietnamese
20676,moroccan
39779,japanese
33522,thai
498,italian
45937,russian
41501,southern_us
44156,mexican
5643,italian
35874,cajun_creole
24413,mexican
47297,mexican
10073,italian
4798,mexican
7802,cajun_creole
3970,italian
24416,thai
13072,french
29046,cajun_creole
12898,french
24957,indian
18725,thai
46929,southern_us
23140,italian
30516,chinese
34081,vietnamese
12927,italian
44088,cajun_creole
20785,italian
16672,southern_us
5400,southern_us
30322,italian
17272,italian
9797,italian
